ItemID,Sentiment,SentimentSource,SentimentText
3365,0,Sentiment140," im stressed. this wind is just... killing my vibe. also, im like breaking out in pimples, gross, and i dont know whyyyyy. ugh shoot me!"
2970,0,Sentiment140, I need me a pick-me-uppp. Just wasted almost 4 hours on a dumb page that didn't even end up working at all. ugh. Story of my life lately.
1645,0,Sentiment140, dad left for turkey already
691,0,Sentiment140, :'( where ius that one person that can make me smile 
646,0,Sentiment140,  why me?
3911,0,Sentiment140, leaving for camp in the morning.
127,0,Sentiment140,  Why Twitter will soon become obsolete? http://www.imediaconnection.com/content/23465.asp
4031,0,Sentiment140," My 99yrold great gma died today.. but @ peace, after a rough year. Sad circumstances, but can't wait to see Jes and rest of the family."
454,0,Sentiment140," - my head feels like its going to explode - mmm, what a horrendous image... the mess!"
585,0,Sentiment140, are you ok @zheyamada ?
1699,1,Sentiment140, i LOVE shortsTack! (Especially Shaun!!hehe) But(bradie &amp;andy r gorgeous too!!!
6061,0,Sentiment140,#inaperfectworld Guns N roses wouldn't have broken up 
4795,0,Sentiment140,#dontyouhate stop seeing your crush when classes are over? 
6039,1,Sentiment140,"#i love the verse &quot; when i grab your neck, I touch your soul..&quot; -Yeezy. and take that how you want to "
1718,0,Sentiment140, I miss you.Where are you? D:
2352,0,Sentiment140, I've wanted Allison to win America's Next Top Model since the beginning... gosh
2338,0,Sentiment140, It's NOT Gonna Be A Good Day Tomorrow 
4352,1,Sentiment140, ok  good night @laurafstahl love ya
3267,0,Sentiment140, I wanted to continue that convo. Oh well.
957,0,Sentiment140, @sf_giants bullpen loses lead
1280,0,Sentiment140, bad day already
152,0,Sentiment140, (via @designrelated) are designed gallery exhibition postcards/mailers going extinct? via NYT http://ow.ly/fHJc
461,1,Sentiment140,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text 
1310,1,Sentiment140, i beat you video on youtube
4640,0,Sentiment140,#CASARA ex this mo is fun: sim track crawl up Indian Arm -&gt; Squamish -&gt; Howe Sound. My role is non-flying tho  .
5760,0,Sentiment140,#haveyouever missed someone so much it made you cry 
1379,0,Sentiment140, bestee went to get pamperd wit out me (sike) she invited me but me not in the mood. i still &lt;3 her tho!!!!
937,0,Sentiment140, famliy  going bck homee and have too taKE sister hores riding oh no gonna be a boring day 
3853,0,Sentiment140,-- Kill me.I want to die. Put a bullet in my heeeeaaaad.  Ten points if you can name the movie...  .... i miss my cell. 
5463,0,Sentiment140, lesson learnt... I look like a rock star from kiss haha 
4115,1,Sentiment140, My IPod Touch 2G is jailbroken
486,0,Sentiment140, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh
4596,0,Sentiment140, shame bout hatton last night
1958,0,Sentiment140, i will txt you when i get back from oc. Maybe we can do something. Ill make you feel better. . Na mean. Lol jk
1488,0,Sentiment140, boo you suck...but thanks for one thing today and can't wait for the rest of the week...
971,0,Sentiment140, @tommcfly hi when ur back &amp; when ur next in mk i am gona need 1 of your really good hugs that only you and my friend liam can give ok.
1828,0,Sentiment140, i see how it is
3438,0,Sentiment140, is sad about the air france catastrophe 
5192,1,Sentiment140,# Seems that VPN connection makes my connection faster 
1489,0,Sentiment140, bored and no one is talking anymore.
2463,1,Sentiment140, just got home. Wow that was actually fun
5349,1,Sentiment140,#followfriday @enhance_me beautiful enhanced pictures completely unique - think I might get myself one of the kiddies 
2217,0,Sentiment140, graduation
5000,0,Sentiment140, Vacation's over already... Back to work tomorrow. But the next thing to look out to is NYC in September!!
4834,0,Sentiment140, The Georgia Theatre burned down this morning. so sad.
4552,1,Sentiment140,"#BGT ... aww, i like Susan Boyles' cat "
2659,0,Sentiment140, I hate the Rain! It puts a dampner on my sunday! I hope its gonna be sunny 2morrow! We need the good weather!
4202,0,Sentiment140," You know what these random followers are like, they leave you if you don't drop everything and follow them back instantly. Meh!"
1959,0,Sentiment140, i wish he knew how much i miss him...
972,0,Sentiment140," @tweetdeck lost my groups, and thats not a good thing with 23k followers "
4999,0,Sentiment140," urg..life fall together please. No phone, no car, no job, no life. pathetic."
781,0,Sentiment140, @moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?
3028,0,Sentiment140, my video's being weird #ChuckMeMondays #chuck!!
5094,0,Sentiment140, wish I had more
3171,1,Sentiment140, notsugripp http://www.kivisaar.com/itblog/04/2009/898/notsugripp.html via @addthis
4889,1,Sentiment140,"#Eurovision UK jury scores: http://bit.ly/Mceiv. Juries know their stuff, voted for best songs, public haven't a clue! Ban televoting! "
1425,0,Sentiment140, i don't know what to put.
1986,0,Sentiment140, i'm board :b and happy for tomorrow
2919,0,Sentiment140," My moodswings, nobody's online, meh."
2136,1,Sentiment140, going to sleep !!!! this monster just crashed !!
3095,1,Sentiment140,- I want The Sims 3 soooo bad!!! 
5872,0,Sentiment140, off to be a ringer today..........poor poor poor johnny g
1990,0,Sentiment140," Im crushed, How could i have been so stupid?... ~!$@M@NTH@ !~"
4141,0,Sentiment140, Why hasn't he called. I'm being blown off yet again.
3592,1,Sentiment140, Im not putting no weave inmy head though! Gonna have to deal w/ my short cut! @bheaird
2149,1,Sentiment140, goodmorning tweeties..
2651,0,Sentiment140, I hate germantown it keeps me from friends! Lols
5056,0,Sentiment140, whats going on?
3855,0,Sentiment140," There was already like, no one in school today thoughhhhhhh"
1125,0,Sentiment140, ahhh this sucks
2827,0,Sentiment140, missing all time low...
3862,1,Sentiment140, they r playing @jason_mraz at TGIF 
1258,0,Sentiment140, at the clouds and the threat of rain in Savusavu!
3132,1,Sentiment140, I think I did good in the math test! I need to write nao...34 655 words!
1747,1,Sentiment140, eating food! hahaha
923,0,Sentiment140, everton. oh well. lol.
2990,0,Sentiment140, i need a guy!!!!!
5102,0,Sentiment140, without my michaels 50% off coupons i am like a crack addict without crack! i need a job....again
1841,0,Sentiment140, I think my friend has swine flu... FOR REAL  he's in the hospital.
4173,0,Sentiment140," work today...oh well, only 2+ months left!"
3255,0,Sentiment140, I want my stupid fourth Harry Potter book.
5541,0,Sentiment140, moving out of town soon..thought the time was so far away but it's not ;-(
315,0,Sentiment140,"-   going in town todaÑ‡ with mÑ‡ cousinnn, [Ñ‡]     netball match was cancelledd "
5364,1,Sentiment140,#FollowFriday @JamieGator @1MysteryGirl  @dmattpreston @JuanitaBerguson @rcul8r  &lt;--- Because they say nice things in their FF tweets 
4350,0,Sentiment140, oh well
3694,0,Sentiment140, That is all.
5466,0,Sentiment140, lincoln won't chair dance with meee. hmph.
3329,0,Sentiment140, preordered new iPhone and saw it just went out today from Apple and not getting here until the 22nd... which mens the 23rd - Bummer!
2472,1,Sentiment140, just seen a frog on the sidewalk (:
6079,0,Sentiment140, qettin in da shower ;; without @xraytid kuz he hurt my feeLinqz
3751,1,Sentiment140," its nice to be carefree with my bestie. we laugh, and be ourselves, i love it."
4623,1,Sentiment140,"#bluejays now lead 6-0, thanks to 2 RBIs by Overbay in the 3rd. "
1547,0,Sentiment140, coco doesnt tweet anymore. viva la hole woman. dont let us down...again....
2657,0,Sentiment140, i hate rain and people.
5727,0,Sentiment140,#Google seems to be running on about 1/2 a cylinder today... 
3402,0,Sentiment140,"- sad she won't be able to see Little Brother at Jazz Cafe on 1st July  However, I will NOT miss Eric Roberson on 8th/9th of October."
3869,0,Sentiment140, thinking Esme needs a nap. she's still a baby. ill let her sleep. i shall not succumb just yet!
1997,0,Sentiment140, im fukin bored im goin on gs 4 a bit
512,1,Sentiment140,  Good morning all! Have a great day!!!
926,1,Sentiment140,- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days 
349,0,Sentiment140,    Bye World!!!!!!
40,0,Sentiment140,   what type of a spaz downloads a virus? my brother that's who :\ MSN is now fucked forever    :'(
1545,0,Sentiment140, Cleveland @MsJBell Congrats Orlando
2364,0,Sentiment140, hopefully not. @NiceonKeys90
3147,0,Sentiment140, I wana be home but jbiz is gay  he's gay
4978,0,Sentiment140, twitter has just turned into Facebook thanks to spywars
2299,0,Sentiment140, He wasn't able to stay the whole night.  He has to go back to camp.  I'll miss him!!
4032,0,Sentiment140, my ankle is sore.
4711,0,Sentiment140, some daaaay
1792,0,Sentiment140," devistated, You'll forever be in my heart Joshua. Shine on soldier. I can't believe this."
2233,0,Sentiment140, Hanging by a moment by lifehouse always makes crave a boo.
4569,0,Sentiment140, RR had to win this.. #ipl
6094,1,Sentiment140, reece your a dog!
481,1,Sentiment140,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.
766,0,Sentiment140, @jessdelight I just played ur joint two songs ago. Everyone in studio was feeling it!
2643,0,Sentiment140," I guess I see it differently. Jason told then he was removing the questions and Andrew responds to that, in the link you sent."
4222,0,Sentiment140, My puupy is still in hospital  I was crying soo much last night for him &lt;3
4203,1,Sentiment140, your welcome
1743,1,Sentiment140, dreams do come true.
2486,0,Sentiment140, last day of holidays...I wanna cry. http://tinyurl.com/q8428o
4241,0,Sentiment140, need to steal a macbook to play this sims 3
2477,0,Sentiment140, just watched the farrah facett story. i feel terrible for her :/
4622,1,Sentiment140,"#BloNo I need a bachelor. Not nearly as scarey as it seems. Pls d me  It's for a good (charitable) cause, promise!"
4760,1,Sentiment140, Sunday! ive been talking with the family.. later... lunch and then ...  no plans
2021,1,Sentiment140," found my BBerry in the office, thanks God, one entire weekend without was enough!!!"
2851,0,Sentiment140, i just received my G8 viola exam.. and its... well... .. disappointing.. :\..
341,0,Sentiment140,     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.
108,1,Sentiment140,  Rose and ood will be back in the Xmas Who special!  YAY!  Damn that's half a year away.
2058,1,Sentiment140, i'm happy! went out for dinner at a posh place and food was wonderful. I love it when food is Wonderful!!!
5277,1,Sentiment140,#ff Keep an eye on the claw and the new U2 tour taking shape over the course of June through @atu2 which was inspired by @mattmcgee 
1560,0,Sentiment140, cramps suck your mothers balls! *mentally screams* OUCH!
722,0,Sentiment140, ......i cant even say a word right now
4391,1,Sentiment140,#3wordsaftersex: &quot;i cant move&quot; thats when its that good good 
4348,0,Sentiment140, oh my poor baby is sick...
6141,1,Sentiment140,#Indiavotes09 loved Sameer Arora's line.. &quot;not seeing Karat on TV is itself worth 500 points for the markets&quot;!! 
4881,1,Sentiment140,"#EA on #E3 : Pchhhh Luke pccchhhh, I'm your dad... pchhhh. Ok, it's Star Wars Old Republic now with online mode. Come to the dark side "
573,0,Sentiment140, #trackle
2850,0,Sentiment140, I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!
2636,0,Sentiment140, i got mosquito bites ALL OVER. is West Nile still a threat?! D:
758,0,Sentiment140,"- @fontenot619 Hey you! @PoisonGirl10 How long will you be on? @summerblonde83 Thx! @Nic0pic0 hehehe yw ;) @sevgli Yeah, they're not! "
251,0,Sentiment140,    fed up....
3876,0,Sentiment140, This makes me SO SAD http://bit.ly/tM7kp
3634,0,Sentiment140, is sad......www.whatkatedidnext.wordpress.com
351,0,Sentiment140,    I'll be working when Pottercast/Lupins/Willows come near me.  FAIL.
4094,0,Sentiment140, my eyes are going to be all puffy later  argh...funerals....so sad...
2874,1,Sentiment140,- i loove the songs of david archuleta .. 
1591,0,Sentiment140, i just had a bug crawling on my leg. it scared me. but now its in a water bottle i found on my floor. hopefully it doesnt find a way out!
3641,1,Sentiment140,- it's 6 p.m. I should go home....good bye work! See you tomorrow! 
5236,0,Sentiment140,#3wordsaftersex : Delete My  Number !!!    Aouch   #3stalkerwords
3306,0,Sentiment140, owireee
4457,1,Sentiment140,#alltimelow #alltimelow #alltimelow #alltimelow #alltimelow #alltimelow #alltimelow #alltimelow #alltimelow get it trending! 
5124,1,Sentiment140, yes it's that serious LOL. Nicki Minaj is a beast! Don't act like you didn't know that's my celebrity crush LOL
1827,0,Sentiment140, i sat on my chocolate truffles.... so much for saving them for to night *tear
4845,0,Sentiment140, the thinggy short stack r gonna be on isnt working its not letting me say shiz!!!
5216,1,Sentiment140,#3hotwords &quot;I Do Swallow.&quot; (via @tracyewilli) Oh please swallow (&lt;--via@nsane8) #3hotwords -- I ALWAYS Swallow 
893,0,Sentiment140, @LAFD*UPDATE: SB 110 Fwy x 8th St* Correction: Dead female now '16 y/o'; LAFD complete; CHP &amp; Coroner to handle; NFD - Brian Humphrey###
5567,0,Sentiment140, my ipod died errrrrr.
5393,1,Sentiment140,"#followfriday @pippip1 Hi all, pip is new to Twitter, a fan of #BGT and a good laugh - Please add here to your following list  @conkinho"
1921,1,Sentiment140, follow me
4718,0,Sentiment140, someone needs to get out of the bad mood they're in.
2032,0,Sentiment140, gaaaahhhhh! If I started all this....
3791,0,Sentiment140, just lost two followers. sniffle sniffle. oh well! time to celebrate getting into graduate school at Wichita State University!
2207,0,Sentiment140," iPhone 3Gs didn't come in. &gt;.&lt; darn AT&amp;T. Cause my dad ordered it via them not via apple. I hope it comes in tomorrow, wanted it today!"
1061,1,Sentiment140, 11:11 makee a wishhh ;)&lt;3 GOODNIGHT
1029,1,Sentiment140,"- goingg to sleep  school , then out for pizzaa!"
6084,0,Sentiment140, rain rain rain!!!!!!!! looks like a weekend indoor; God forbid I might even have to invent some housework :'(
6142,1,Sentiment140,#ineedafade if you've lost an article of clothing in my room and u still can't find it. 
4825,0,Sentiment140," the Apple repair guy can't come to fix my IMac until they get the parts. SO, a few more days without Chiaki  (yes my comp has a name!)"
702,0,Sentiment140,- @benboychuk I hope it's not actually on here birthday that she's getting shots.  
5321,1,Sentiment140,#followfriday  HappyForTheeze Helpers  @RobertUmpleby @KikiValdes @lyndons
4971,0,Sentiment140, transformers was sold out 
3879,1,Sentiment140, this shall be fun..
5624,0,Sentiment140, My proxy won't let me on youtube. 
4664,1,Sentiment140,#cullencoven â™¥ Janine Charmaine Martel commented on the photo 'Renesmee'  awww bella! this is .. http://bit.ly/x0xvC
2596,0,Sentiment140," i feel bad. I love you sweetheart, more than anything!"
800,0,Sentiment140, but I don't want a boyfriend for the summer.
1032,0,Sentiment140, good luck!!
3838,0,Sentiment140, just got sad again
5767,0,Sentiment140, night going to bed early cuz I'm sick
3956,0,Sentiment140, totally left it too late to book a holiday without being ripped off.  Any tip offs anyone? Something cheap and warm from the 6th July.
786,1,Sentiment140, big ass kool-aid smile on my face from talkin to my boo...
5668,0,Sentiment140,"#Football Maradona during his visit to #Kolkata, #India. Wanted desperately to see him, but couldn't  http://is.gd/12egv"
3090,0,Sentiment140, I want all my friends back.
1134,0,Sentiment140, all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner. 
3367,0,Sentiment140, I'm supposed to feel better. Atleast I think its over. No more secrets. EVERYTHING is out in the open.
3182,0,Sentiment140, Off from work and no wifey...
1322,0,Sentiment140, I can't wait til my lil man is here...11 more weeks!
5823,0,Sentiment140,#BGT  ooooh tooo weird for me 
1652,1,Sentiment140, Currently enjoying the tonight show... I've missed my Conan&lt;3
3116,0,Sentiment140, i only 45 min lunch break today... stupid dead filing
5526,0,Sentiment140, missing my grandma
4311,0,Sentiment140, non of my old teachers are at kennedy anymore! (
1,0,Sentiment140,                     is so sad for my APL friend.............
490,0,Sentiment140, and i was just starting to get confident in myself! you have torn me down!
3588,0,Sentiment140, i'm missing my first game of the season. damn flu. go @Essendon_FC!
5687,0,Sentiment140,#github down 
3903,0,Sentiment140, Last day of the holidays tomorrow.. Depressing!!
4061,0,Sentiment140,- What do you guys do when you can't sleep? 
4018,1,Sentiment140, moncton this week sometime .. hope so  gonna see my hunny
3242,1,Sentiment140," I'm in a great mood, but ... I feel a little guilty Q_Q xD"
2878,1,Sentiment140, i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha
4905,1,Sentiment140,#f1 soon  good luck brawn and mclaren fix up look sharp :p
1894,0,Sentiment140, fantastic..it's probably cause of the messaging last night/morning..
1140,0,Sentiment140, Am racit...
3298,0,Sentiment140, one session in the gym and I'm having problems with my leg again (slipped disc = sciatic pain). Will have to us my stick this week ((
861,0,Sentiment140, Dinara lost again in Roland Garros. Why the Safins have to do it hard?
1331,0,Sentiment140, AM meetings suck!!
3947,0,Sentiment140, may not be able to goto the mmvas tomorrow FUCK
3584,1,Sentiment140, sunrise  worth waiting for 
4053,0,Sentiment140,- went to the library &amp; checked out no books for me.    Guess I'll chip away at the Mt. Everest-sized stack next to my bed.  ;)
987,1,Sentiment140, first days are always good..wish my dentist gave me more hours though
2325,0,Sentiment140, it should be.. not a wink &gt;.&lt;
96,0,Sentiment140,  mi momacita won't let me go to my bf's bball game!!! grrr!!!
5494,0,Sentiment140, ma plans have changed. and now i must stay at home... soooo sad
5707,1,Sentiment140,#goodsex is the best way to get you through out the day  !!!
3161,0,Sentiment140, Not feeling good. But on the plus side im wii-fit ;)
5972,0,Sentiment140, outside looks like &quot;Judgement Day&quot;
953,0,Sentiment140, @richietachie i missed all..imma call u tomorrow..and reduce the number of Qs by tomorrow pls...i have a phobia for that lol seriously
256,0,Sentiment140,   bed time now....
475,0,Sentiment140, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!
3331,0,Sentiment140, Put on way to much make-up trying to hide the fact that I'm sick. I hope my boss doesn't send me home early again!! 
4551,1,Sentiment140,#BFD Yesterday was EPIC!! shouts @TheLimousines @DJ_AM  &amp; this link http://ping.fm/hyVXm proves @live105 @whitemenace are the tits 
1320,0,Sentiment140, I cant make it today
3012,0,Sentiment140," I spent my sunday arvo, with a bottom feeding vulture, stuck up lawyer chick, gawd there the lowest of scum"
2795,1,Sentiment140, i love being a fake rebel.Mmm... Kinda hungry.anyone want to do something? 
5255,0,Sentiment140,#Alfresco problem: what is the max length of &quot;d:text&quot;? I have data for a property  that exceeds 5K characters  
5817,1,Sentiment140,#BCK5 IT colleges don't teach you anything usefull...most of the stuff you need you learn in a company or on your own .. 
3764,0,Sentiment140," iTunes won't load... Oh well gonna go on twitter some more! Yay, twitter! "
1566,1,Sentiment140, i have a buzz
5783,0,Sentiment140," No Longo again today. Better safe than sorry, I guess."
84,0,Sentiment140,  idk wat 2 do who can i trust me im sorry 4 all da pain i have caused nebody ima take dis time out 2 straighten myself out i luv yall
1369,0,Sentiment140, baby. I'm so sorry your back hurts. Maybe when you come here i can oil you up and rub you down ;)
4368,1,Sentiment140,#3hotwords &quot;I love you&quot;   #3turnoffwords &quot;Eurovision Song Contest&quot;  LMFAO!!
1516,0,Sentiment140, can`t believe i missed out on a day of swimming at nikki`s!
5996,0,Sentiment140, ppl tryna get me drunk tonight. Won't turn down a drink though :-&quot;...
5915,1,Sentiment140,#bufest on sunday. apparently 
3805,0,Sentiment140, kind of a bummer tht we can only choose between going to church or goin to the movies rather than going to both as originally planned
3186,0,Sentiment140, oh I miss it
3374,0,Sentiment140," raining again... in library atm, going with nana to pics at 11, and then going to concert at the college tonight. busy life i do lead "
2368,0,Sentiment140, how can finding somewair to live next year be such hard work.
2031,0,Sentiment140, funny how quick yr mood can change.
644,1,Sentiment140, - 'What Canadians Have to be Proud of' http://bit.ly/NX4aQ
1673,0,Sentiment140, did God give up on us?!
2888,0,Sentiment140, I MISS BRO CECI  RIP BAD THINGS KEEP HAPPENING TO ME 
4747,0,Sentiment140," Stopping Ulduar progression for a while with only 3 bosses down. I guess Ignis needs 3 tanks, and we only have 2 geared ones who show up"
5890,1,Sentiment140,#bgt well said Simon! That's what I was trying to get at. 
4285,0,Kaggle, A couple of very liberal people I know thought Brokeback Mountain was  stupid exploitation.
1850,0,Sentiment140, I want all my friends back. (via @Mikejones37) as do I.  Happy for you mike.
5857,1,Sentiment140," Not overstyled, but stylish as well... good! http://lookbook.nu/look/160210"
1793,0,Sentiment140, did not win my w and y tix...i am determined... excited for tonight yardhouse with my favesss... ONE WEEK!!!!!!
4287,1,Kaggle, Harry Potter  series ( because of the delicious way my life is sucked away when I read it )..
5194,0,Sentiment140,#@$%^&amp;*! can't sleep!  two baseball games in the mourning! shoot me now!
5009,1,Sentiment140, Watching Dora The Explorer HAHA
3277,1,Sentiment140, i will can you believe its been a month already!
150,0,Sentiment140, (tears) :'-( Today is the last day with my kids...They go on summer break at their Dads tomorrow. *sighs* http://plurk.com/p/x8j86
1915,1,Sentiment140,- finishing up my midterm project for web publishing class &amp; waiting to go over zachs house. 
1293,0,Sentiment140, how much longer is this going to go on?
932,1,Sentiment140, Explore twitter
2459,0,Sentiment140, Just found out I don't get to hear from my soldier for another week!!!
203,0,Sentiment140, @HaterMagazine: @damienrandle it is now the outer fat kid.
1230,1,Sentiment140, hey...i'm back..if someone want to talk.. here i am.
1778,0,Sentiment140," damn, Kayley doesn't get to meet Robin."
5264,1,Sentiment140,"#FF #4 @LeslieSanchez &amp; @mccainblogette prove that not ALL the fun girls are Democrats! Funny, kind &amp; smart even if conservative. "
1589,0,Sentiment140, i just got dumped by my boyfrnd  love  makayla
5220,1,Sentiment140,#3hotwords hi to @StephHeartsUxo! 
5030,1,Sentiment140, Welcome to http://twitter.com/katuuu
3865,0,Sentiment140, think +
314,0,Sentiment140,   fuck sake. Why can things never work out for me?
3462,1,Sentiment140, sitting making cookies with my cuzzy!!
4717,1,Sentiment140, someone is happppy(:
167,0,Sentiment140, ....in a shirt and panties. celulite
3406,0,Sentiment140, sad to see friends go... Have a good drive back to Washington state Standfield Family. See you again soon!
2516,0,Sentiment140, I cut myself in like 3 different places. Sucky much.?
1555,0,Sentiment140, Could Not Sleep If My Life Depended On It ):
5121,0,Sentiment140, Ya i still cant believe they kissed under water...lol
1614,0,Sentiment140, Cardinals lost...AGAIN!
4277,1,Sentiment140,!/4 mile drag race video from inside my GTO. Lot's of fun for my daily driver.  http://tinyurl.com/nyye5x Try viewing full screen.
500,0,Sentiment140,  6:30...what's wrong wit it?
3439,0,Sentiment140, is stuck at home with a barfing kid. Can flu season please be over now
936,1,Sentiment140, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v
4208,1,Sentiment140, yup yup life is goooooood again... finally.....i guess the saying is true sometimes to take one step forward you do have to take two back
4731,0,Sentiment140, Sore throat! I have a really bad head cold  and I have a hench bruise from my blood test! 
2841,1,Sentiment140," My advice is not to inquire why or whither, but just enjoy your ice cream while it's on your plate. ~ Thornton Wilder"
4351,1,Sentiment140, Oh! &amp; thanks Mary for leaving the keys in the car on Saturday so me &amp; Ester could drive it around (even though you didn't know)! Hahaha.
463,0,Sentiment140, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
2394,0,Sentiment140, i am so sunburnt that it hurts
1384,0,Sentiment140," blah, my legs still hurt.. stupid steven. XD"
5282,0,Sentiment140,#ff sports: @BaseballFanNat @BKCyclones @blind_baseball @ESPNBaseball sorry for not getting around to everyone my phone is acting up 
6098,1,Sentiment140, remembered something while reading. &quot;shut up and hug or I'll hit you both with a tennis racket.&quot; good times. I miss it sometimes.
931,0,Sentiment140, expensive car repairs   
5440,1,Sentiment140,"#FollowFriday my roommate, who just joined Twitter @LeeshaAnne "
2388,0,Sentiment140, i always lose. no matter how nice i am 
4535,1,Sentiment140,#asylm Jensen pics are up too  I'M GOOD! ;)
1453,0,Sentiment140, i got sunburnt 2day....In Blackpool :O lol my little boy had fun tho....chucking water on me lol
3740,1,Sentiment140,"- it's &quot;international donut day&quot; ??  it's strange but i just had one, i never eat donuts.. have a good one!!"
1455,0,Sentiment140, I guess I wouldn't be a true Cleveland sports fan without years of collapse and disappointment
2563,0,Sentiment140, I dont like strapless bras either.
2846,0,Sentiment140,"- my boys are rowdy now that 'dad' is home! we've been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... "
2809,0,Sentiment140, mayfield psychiatric hospital.
1588,0,Sentiment140, I just busted my ass in the kitchen and I'm wearin flats....grr stupid floor
3217,0,Sentiment140, ih had 110 followers and now ih hav 99 heyyy twitter
330,1,Sentiment140,"   yippeeeee yay lets gather in the hay...HIS LOVE FOUND IT'S WAY+ boy,it's Gonna STAY added 2 the Master's HOLY WAY: ALL HIS WILL+WAY"
1582,0,Sentiment140, i hope i dont have any weird brain problem or disease  i think ill be fine though. the nurse doesnt sound too worried.
2911,0,Sentiment140, my left side senses are not working water in my ears ! (
5885,0,Sentiment140, ok wow i HATE missing harper's island. cause i forgot it was on. DANGIT. my mom just told me jimmy died. NOOOOOOO! 
387,1,Sentiment140, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â™« http://blip.fm/~7qdf0
1576,0,Sentiment140, i have to piss.
94,1,Sentiment140,"  Just got home, and I got to see my friend Zahra whom I haven't seen since We graduated!!!  That makes me so happy."
2791,1,Sentiment140, i like to be freelance
5110,0,Sentiment140, would you really do that?
421,1,Sentiment140,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!
4108,0,Sentiment140, my head hurts
4161,1,Sentiment140, WitH kAtIE!
4988,0,Sentiment140, ugh work
5774,0,Sentiment140, no fireworks and no electrical parade this sucks now I'm going to dca
5096,0,Sentiment140, wish I still had a girl surprise with that.
4774,1,Sentiment140,#Devunity Wallpaper  Check this out !   --&gt;    http://twitpic.com/2y2e2
1363,0,Sentiment140, aw i hate my heart sooo soo much. but it's ok.
5759,0,Sentiment140,#haveyouever lost a twitter follower 
3814,0,Sentiment140, Jack wake the fuck up! There's a boat!!
5755,1,Sentiment140,#haveyouever Fall off of bed because of a dream where you fall??ROFLMAO  LOL 
1138,1,Sentiment140," alright back onto being bored. going to bed any time soon, have to get up early."
5802,0,Sentiment140, no1 wants to go to the gym wit me :/
3168,1,Sentiment140," Nothing left to do but sit back, relax, have fun, and enjoy the ride! Lmbo. XD"
1933,0,Sentiment140, from seeing all my koreans buisnesses failing.
3682,0,Sentiment140, taylor alike has gone D;
627,0,Sentiment140,"  still no phone. bukas pa raw in the afternoon...  oh well, i survived 7 days, what's one more... day...  another day, another destiny"
3934,0,Sentiment140," maan, my Mum say I'm too often in front of my PC  no that isn't right ! "
3079,0,Sentiment140, i wanna go 2 sleep but i cant tear myself away from #bb10
2395,0,Sentiment140," i am still uber sick (lol, FEVERISH AT LAB TODAY!) and my lab report is barely progressing. FML!!!!! !!!!!!"
1795,0,Sentiment140, didn't realize this was happing. sighed and it went all over. so much angst that i sigh blood. http://tinyurl.com/kt2fm4
4699,0,Sentiment140, so so over everything
1487,0,Sentiment140," boo hoo- trying to open my email, it's not working, grrrr!"
560,0,Sentiment140, - ticketsandpassports: Â lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue
2129,0,Sentiment140, got sick at work...kinnda feel faint
1710,1,Sentiment140, I miss kelli. But I'm glad she's having fun  fun saturday night  goodnight. I miss jeffy.
1779,0,Sentiment140, Damn. This kinda sucks more than i thought it would. Probably not gonna sleep.
3274,0,Sentiment140,-- i was watching How I Met Your Mother when suddenly all the screen went black &amp;its off!! shitass! what happened?! 
3425,0,Sentiment140,"- is a little upset at this hair thing ..      work tonight , wendy's anyone ?"
6072,0,Sentiment140,#inaperfectworld i wouldn't have dropped my crackberry in the washing machine 
5103,0,Sentiment140,"-- woke up by the sound of aircon, it get broke, &amp;spilling water out of it "
2926,0,Sentiment140, My perfect work of art on my hand has smudged!  Poooeypoopoo..
5706,1,Sentiment140,#goodsex involves handcuffs 
1519,0,Sentiment140, can't ever find parking
393,0,Sentiment140, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc
3819,0,Sentiment140," Jonathon ross's show isnt working on the Iplayer! I hate this, I missed my first show in 3 months *cries*"
4037,0,Sentiment140," my bf left for this sea cadet thing yesterday, and i wont be able to reach him for WEEKS. makes me sad. :'("
2332,1,Sentiment140, its castiel!!!!  [ the angle ]
